nome,descricao,categoria,subcategoria,marca,preco,estoque,sku,aplicacao
Fita Crepe Tectape 24mm x 50m,Fita crepe para demarcacao. Largura 24mm.,Acessorios,Fitas,Tectape,24.0,96,FCREPE-TEC-24-3,Protecao
Lixa para Parede Grana 220 (Pacote 10un),Lixa d'agua grana 220 para lixamento de paredes.,Acessorios,Lixas,Norton,19.63,187,LIXA-PAC-220-4,Preparacao
Fita Crepe 3M 18mm x 50m,Fita crepe para demarcacao. Largura 18mm.,Acessorios,Fitas,3M,8.31,168,FCREPE-3M-18-5,Protecao
Lixa para Parede Grana 120 (Pacote 10un),Lixa d'agua grana 120 para lixamento de paredes.,Acessorios,Lixas,Norton,24.34,63,LIXA-PAC-120-6,Preparacao
Fita Crepe 3M 48mm x 50m,Fita crepe para demarcacao. Largura 48mm.,Acessorios,Fitas,3M,22.58,74,FCREPE-3M-48-7,Protecao
Lixa para Parede Grana 150 (Pacote 10un),Lixa d'agua grana 150 para lixamento de paredes.,Acessorios,Lixas,Norton,13.88,165,LIXA-PAC-150-8,Preparacao
Fita Crepe Adere 18mm x 50m,Fita crepe para demarcacao. Largura 18mm.,Acessorios,Fitas,Adere,23.18,98,FCREPE-ADE-18-9,Protecao
Lixa para Parede Grana 220 (Pacote 10un),Lixa d'agua grana 220 para lixamento de paredes.,Acessorios,Lixas,Norton,17.16,89,LIXA-PAC-220-10,Preparacao
Fita Crepe Tectape 48mm x 50m,Fita crepe para demarcacao. Largura 48mm.,Acessorios,Fitas,Tectape,15.55,58,FCREPE-TEC-48-11,Protecao
Lixa para Parede Grana 100 (Pacote 10un),Lixa d'agua grana 100 para lixamento de paredes.,Acessorios,Lixas,Norton,21.41,136,LIXA-PAC-100-12,Preparacao
Fita Crepe Adere 24mm x 50m,Fita crepe para demarcacao. Largura 24mm.,Acessorios,Fitas,Adere,19.42,175,FCREPE-ADE-24-13,Protecao
Lixa para Parede Grana 80 (Pacote 10un),Lixa d'agua grana 80 para lixamento de paredes.,Acessorios,Lixas,Norton,24.55,99,LIXA-PAC-80-14,Preparacao
Fita Crepe 3M 48mm x 50m,Fita crepe para demarcacao. Largura 48mm.,Acessorios,Fitas,3M,12.26,116,FCREPE-3M-48-15,Protecao
Lixa para Parede Grana 120 (Pacote 10un),Lixa d'agua grana 120 para lixamento de paredes.,Acessorios,Lixas,Norton,18.51,144,LIXA-PAC-120-16,Preparacao
Selador Acrilico Lukscolor 3.6L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Lukscolor,49.8,21,SELAC-LUK-36L-0,Paredes
Selador Acrilico Lukscolor 3.6L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Lukscolor,39.99,36,SELAC-LUK-36L-1,Paredes
Selador Acrilico Lukscolor 18L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Lukscolor,172.63,35,SELAC-LUK-18L-2,Paredes
Selador Acrilico Suvinil 3.6L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Suvinil,41.97,44,SELAC-SUV-36L-3,Paredes
Selador Acrilico Sherwin-Williams 3.6L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Sherwin-Williams,41.73,41,SELAC-SHE-36L-4,Paredes
Selador Acrilico Lukscolor 3.6L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Lukscolor,44.21,35,SELAC-LUK-36L-5,Paredes
Selador Acrilico Lukscolor 3.6L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Lukscolor,38.61,33,SELAC-LUK-36L-6,Paredes
Selador Acrilico Eucatex 3.6L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Eucatex,51.42,77,SELAC-EUC-36L-7,Paredes
Selador Acrilico Coral 18L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Coral,195.4,34,SELAC-COR-18L-8,Paredes
Selador Acrilico Coral 3.6L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Coral,48.08,56,SELAC-COR-36L-9,Paredes
Selador Acrilico Suvinil 18L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Suvinil,196.33,36,SELAC-SUV-18L-10,Paredes
Selador Acrilico Suvinil 18L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Suvinil,243.52,53,SELAC-SUV-18L-11,Paredes
Selador Acrilico Coral 18L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Coral,223.99,53,SELAC-COR-18L-12,Paredes
Selador Acrilico Lukscolor 18L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Lukscolor,200.87,80,SELAC-LUK-18L-13,Paredes
Selador Acrilico Sherwin-Williams 3.6L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Sherwin-Williams,45.99,39,SELAC-SHE-36L-14,Paredes
Selador Acrilico Suvinil 3.6L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Suvinil,40.98,54,SELAC-SUV-36L-15,Paredes
Selador Acrilico Coral 3.6L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Coral,37.58,73,SELAC-COR-36L-16,Paredes
Selador Acrilico Eucatex 18L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Eucatex,193.19,38,SELAC-EUC-18L-17,Paredes
Selador Acrilico Lukscolor 18L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Lukscolor,161.48,80,SELAC-LUK-18L-18,Paredes
Selador Acrilico Sherwin-Williams 3.6L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Sherwin-Williams,37.43,23,SELAC-SHE-36L-19,Paredes
Selador Acrilico Sherwin-Williams 3.6L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Sherwin-Williams,42.63,47,SELAC-SHE-36L-20,Paredes
Selador Acrilico Sherwin-Williams 18L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Sherwin-Williams,215.96,30,SELAC-SHE-18L-21,Paredes
Selador Acrilico Sherwin-Williams 3.6L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Sherwin-Williams,46.32,24,SELAC-SHE-36L-22,Paredes
Selador Acrilico Suvinil 3.6L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Suvinil,42.5,65,SELAC-SUV-36L-23,Paredes
Selador Acrilico Suvinil 18L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Suvinil,243.95,44,SELAC-SUV-18L-24,Paredes
Selador Acrilico Lukscolor 18L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Lukscolor,192.04,52,SELAC-LUK-18L-25,Paredes
Selador Acrilico Sherwin-Williams 18L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Sherwin-Williams,242.91,24,SELAC-SHE-18L-26,Paredes
Selador Acrilico Eucatex 3.6L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Eucatex,46.85,54,SELAC-EUC-36L-27,Paredes
Selador Acrilico Sherwin-Williams 18L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Sherwin-Williams,188.1,74,SELAC-SHE-18L-28,Paredes
Selador Acrilico Coral 18L,Selador acrilico para paredes novas e repinturas. Uniformiza absorcao.,Seladores,Selador Acrilico,Coral,225.19,75,SELAC-COR-18L-29,Paredes
Primer Anticorrosivo Sherwin-Williams Cinza 900ml,Primer anticorrosivo para metais. Cor cinza. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Sherwin-Williams,50.7,46,PRANT-SHE-CIN-0,Metal
Primer Anticorrosivo Sherwin-Williams Cinza 900ml,Primer anticorrosivo para metais. Cor cinza. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Sherwin-Williams,51.67,17,PRANT-SHE-CIN-1,Metal
Primer Anticorrosivo Suvinil Vermelho Oxido 3.6L,Primer anticorrosivo para metais. Cor vermelho oxido. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Suvinil,185.86,22,PRANT-SUV-VER-2,Metal
Primer Anticorrosivo Sherwin-Williams Cinza 3.6L,Primer anticorrosivo para metais. Cor cinza. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Sherwin-Williams,156.72,33,PRANT-SHE-CIN-3,Metal
Primer Anticorrosivo Suvinil Branco 3.6L,Primer anticorrosivo para metais. Cor branco. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Suvinil,175.58,17,PRANT-SUV-BRA-4,Metal
Primer Anticorrosivo Lukscolor Branco 3.6L,Primer anticorrosivo para metais. Cor branco. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Lukscolor,152.87,44,PRANT-LUK-BRA-5,Metal
Primer Anticorrosivo Suvinil Branco 3.6L,Primer anticorrosivo para metais. Cor branco. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Suvinil,181.92,19,PRANT-SUV-BRA-6,Metal
Primer Anticorrosivo Lukscolor Cinza 900ml,Primer anticorrosivo para metais. Cor cinza. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Lukscolor,52.87,25,PRANT-LUK-CIN-7,Metal
Primer Anticorrosivo Coral Cinza 900ml,Primer anticorrosivo para metais. Cor cinza. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Coral,44.63,16,PRANT-COR-CIN-8,Metal
Primer Anticorrosivo Lukscolor Cinza 900ml,Primer anticorrosivo para metais. Cor cinza. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Lukscolor,49.17,38,PRANT-LUK-CIN-9,Metal
Primer Anticorrosivo Coral Cinza 900ml,Primer anticorrosivo para metais. Cor cinza. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Coral,39.05,45,PRANT-COR-CIN-10,Metal
Primer Anticorrosivo Coral Cinza 3.6L,Primer anticorrosivo para metais. Cor cinza. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Coral,198.06,48,PRANT-COR-CIN-11,Metal
Primer Anticorrosivo Coral Cinza 900ml,Primer anticorrosivo para metais. Cor cinza. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Coral,56.56,29,PRANT-COR-CIN-12,Metal
Primer Anticorrosivo Suvinil Vermelho Oxido 900ml,Primer anticorrosivo para metais. Cor vermelho oxido. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Suvinil,44.72,22,PRANT-SUV-VER-13,Metal
Primer Anticorrosivo Suvinil Branco 900ml,Primer anticorrosivo para metais. Cor branco. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Suvinil,48.59,35,PRANT-SUV-BRA-14,Metal
Primer Anticorrosivo Lukscolor Cinza 3.6L,Primer anticorrosivo para metais. Cor cinza. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Lukscolor,155.32,23,PRANT-LUK-CIN-15,Metal
Primer Anticorrosivo Suvinil Cinza 900ml,Primer anticorrosivo para metais. Cor cinza. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Suvinil,39.07,26,PRANT-SUV-CIN-16,Metal
Primer Anticorrosivo Lukscolor Branco 900ml,Primer anticorrosivo para metais. Cor branco. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Lukscolor,42.95,37,PRANT-LUK-BRA-17,Metal
Primer Anticorrosivo Coral Cinza 900ml,Primer anticorrosivo para metais. Cor cinza. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Coral,47.38,42,PRANT-COR-CIN-18,Metal
Primer Anticorrosivo Lukscolor Vermelho Oxido 900ml,Primer anticorrosivo para metais. Cor vermelho oxido. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Lukscolor,46.93,47,PRANT-LUK-VER-19,Metal
Primer Anticorrosivo Coral Cinza 900ml,Primer anticorrosivo para metais. Cor cinza. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Coral,53.97,22,PRANT-COR-CIN-20,Metal
Primer Anticorrosivo Sherwin-Williams Branco 3.6L,Primer anticorrosivo para metais. Cor branco. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Sherwin-Williams,154.71,42,PRANT-SHE-BRA-21,Metal
Primer Anticorrosivo Sherwin-Williams Cinza 900ml,Primer anticorrosivo para metais. Cor cinza. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Sherwin-Williams,56.41,21,PRANT-SHE-CIN-22,Metal
Primer Anticorrosivo Coral Cinza 900ml,Primer anticorrosivo para metais. Cor cinza. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Coral,54.36,21,PRANT-COR-CIN-23,Metal
Primer Anticorrosivo Sherwin-Williams Vermelho Oxido 3.6L,Primer anticorrosivo para metais. Cor vermelho oxido. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Sherwin-Williams,150.22,37,PRANT-SHE-VER-24,Metal
Primer Anticorrosivo Sherwin-Williams Vermelho Oxido 3.6L,Primer anticorrosivo para metais. Cor vermelho oxido. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Sherwin-Williams,165.8,19,PRANT-SHE-VER-25,Metal
Primer Anticorrosivo Suvinil Branco 3.6L,Primer anticorrosivo para metais. Cor branco. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Suvinil,174.54,15,PRANT-SUV-BRA-26,Metal
Primer Anticorrosivo Coral Cinza 900ml,Primer anticorrosivo para metais. Cor cinza. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Coral,45.57,47,PRANT-COR-CIN-27,Metal
Primer Anticorrosivo Suvinil Vermelho Oxido 900ml,Primer anticorrosivo para metais. Cor vermelho oxido. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Suvinil,57.89,34,PRANT-SUV-VER-28,Metal
Primer Anticorrosivo Suvinil Vermelho Oxido 900ml,Primer anticorrosivo para metais. Cor vermelho oxido. Protege contra ferrugem.,Primers,Primer Anticorrosivo,Suvinil,39.03,15,PRANT-SUV-VER-29,Metal
Impermeabilizante Acrilico Lukscolor 3.6L,"Impermeabilizante Acrilico para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Impermeabilizante Acrilico,Lukscolor,65.0,37,IMP-IMPE-LUK-0,Lajes e Muros
Veda Trinca Sherwin-Williams 18L,"Veda Trinca para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Veda Trinca,Sherwin-Williams,202.5,22,IMP-VEDA-SHE-1,Lajes e Muros
Impermeabilizante Acrilico Sherwin-Williams 18L,"Impermeabilizante Acrilico para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Impermeabilizante Acrilico,Sherwin-Williams,292.5,34,IMP-IMPE-SHE-2,Lajes e Muros
Impermeabilizante Acrilico Lukscolor 18L,"Impermeabilizante Acrilico para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Impermeabilizante Acrilico,Lukscolor,292.5,20,IMP-IMPE-LUK-3,Lajes e Muros
Impermeabilizante Acrilico Coral 3.6L,"Impermeabilizante Acrilico para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Impermeabilizante Acrilico,Coral,65.0,28,IMP-IMPE-COR-4,Lajes e Muros
Manta Liquida Suvinil 18L,"Manta Liquida para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Manta Liquida,Suvinil,382.5,38,IMP-MANT-SUV-5,Lajes e Muros
Veda Trinca Sherwin-Williams 18L,"Veda Trinca para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Veda Trinca,Sherwin-Williams,202.5,10,IMP-VEDA-SHE-6,Lajes e Muros
Manta Liquida Sherwin-Williams 18L,"Manta Liquida para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Manta Liquida,Sherwin-Williams,382.5,10,IMP-MANT-SHE-7,Lajes e Muros
Manta Liquida Coral 18L,"Manta Liquida para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Manta Liquida,Coral,382.5,38,IMP-MANT-COR-8,Lajes e Muros
Manta Liquida Suvinil 3.6L,"Manta Liquida para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Manta Liquida,Suvinil,85.0,20,IMP-MANT-SUV-9,Lajes e Muros
Veda Trinca Lukscolor 3.6L,"Veda Trinca para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Veda Trinca,Lukscolor,45.0,21,IMP-VEDA-LUK-10,Lajes e Muros
Veda Trinca Sherwin-Williams 18L,"Veda Trinca para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Veda Trinca,Sherwin-Williams,202.5,24,IMP-VEDA-SHE-11,Lajes e Muros
Manta Liquida Coral 18L,"Manta Liquida para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Manta Liquida,Coral,382.5,18,IMP-MANT-COR-12,Lajes e Muros
Manta Liquida Suvinil 18L,"Manta Liquida para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Manta Liquida,Suvinil,382.5,16,IMP-MANT-SUV-13,Lajes e Muros
Manta Liquida Suvinil 3.6L,"Manta Liquida para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Manta Liquida,Suvinil,85.0,37,IMP-MANT-SUV-14,Lajes e Muros
Veda Trinca Coral 18L,"Veda Trinca para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Veda Trinca,Coral,202.5,16,IMP-VEDA-COR-15,Lajes e Muros
Manta Liquida Sherwin-Williams 3.6L,"Manta Liquida para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Manta Liquida,Sherwin-Williams,85.0,22,IMP-MANT-SHE-16,Lajes e Muros
Veda Trinca Sherwin-Williams 3.6L,"Veda Trinca para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Veda Trinca,Sherwin-Williams,45.0,24,IMP-VEDA-SHE-17,Lajes e Muros
Manta Liquida Coral 18L,"Manta Liquida para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Manta Liquida,Coral,382.5,27,IMP-MANT-COR-18,Lajes e Muros
Impermeabilizante Acrilico Coral 3.6L,"Impermeabilizante Acrilico para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Impermeabilizante Acrilico,Coral,65.0,29,IMP-IMPE-COR-19,Lajes e Muros
Manta Liquida Suvinil 18L,"Manta Liquida para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Manta Liquida,Suvinil,382.5,14,IMP-MANT-SUV-20,Lajes e Muros
Impermeabilizante Acrilico Lukscolor 18L,"Impermeabilizante Acrilico para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Impermeabilizante Acrilico,Lukscolor,292.5,17,IMP-IMPE-LUK-21,Lajes e Muros
Veda Trinca Lukscolor 18L,"Veda Trinca para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Veda Trinca,Lukscolor,202.5,21,IMP-VEDA-LUK-22,Lajes e Muros
Veda Trinca Lukscolor 18L,"Veda Trinca para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Veda Trinca,Lukscolor,202.5,22,IMP-VEDA-LUK-23,Lajes e Muros
Veda Trinca Coral 18L,"Veda Trinca para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Veda Trinca,Coral,202.5,32,IMP-VEDA-COR-24,Lajes e Muros
Manta Liquida Lukscolor 18L,"Manta Liquida para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Manta Liquida,Lukscolor,382.5,10,IMP-MANT-LUK-25,Lajes e Muros
Veda Trinca Suvinil 18L,"Veda Trinca para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Veda Trinca,Suvinil,202.5,17,IMP-VEDA-SUV-26,Lajes e Muros
Impermeabilizante Acrilico Coral 3.6L,"Impermeabilizante Acrilico para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Impermeabilizante Acrilico,Coral,65.0,36,IMP-IMPE-COR-27,Lajes e Muros
Manta Liquida Lukscolor 3.6L,"Manta Liquida para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Manta Liquida,Lukscolor,85.0,30,IMP-MANT-LUK-28,Lajes e Muros
Manta Liquida Coral 18L,"Manta Liquida para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Manta Liquida,Coral,382.5,37,IMP-MANT-COR-29,Lajes e Muros
Veda Trinca Sherwin-Williams 3.6L,"Veda Trinca para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Veda Trinca,Sherwin-Williams,45.0,18,IMP-VEDA-SHE-30,Lajes e Muros
Impermeabilizante Acrilico Suvinil 3.6L,"Impermeabilizante Acrilico para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Impermeabilizante Acrilico,Suvinil,65.0,13,IMP-IMPE-SUV-31,Lajes e Muros
Impermeabilizante Acrilico Sherwin-Williams 3.6L,"Impermeabilizante Acrilico para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Impermeabilizante Acrilico,Sherwin-Williams,65.0,33,IMP-IMPE-SHE-32,Lajes e Muros
Impermeabilizante Acrilico Coral 18L,"Impermeabilizante Acrilico para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Impermeabilizante Acrilico,Coral,292.5,18,IMP-IMPE-COR-33,Lajes e Muros
Impermeabilizante Acrilico Coral 18L,"Impermeabilizante Acrilico para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Impermeabilizante Acrilico,Coral,292.5,31,IMP-IMPE-COR-34,Lajes e Muros
Manta Liquida Sherwin-Williams 18L,"Manta Liquida para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Manta Liquida,Sherwin-Williams,382.5,36,IMP-MANT-SHE-35,Lajes e Muros
Manta Liquida Lukscolor 18L,"Manta Liquida para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Manta Liquida,Lukscolor,382.5,30,IMP-MANT-LUK-36,Lajes e Muros
Veda Trinca Lukscolor 18L,"Veda Trinca para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Veda Trinca,Lukscolor,202.5,12,IMP-VEDA-LUK-37,Lajes e Muros
Manta Liquida Suvinil 18L,"Manta Liquida para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Manta Liquida,Suvinil,382.5,36,IMP-MANT-SUV-38,Lajes e Muros
Impermeabilizante Acrilico Sherwin-Williams 3.6L,"Impermeabilizante Acrilico para protecao de lajes, muros e areas umidas.",Impermeabilizantes,Impermeabilizante Acrilico,Sherwin-Williams,65.0,29,IMP-IMPE-SHE-39,Lajes e Muros
Grafiato Lukscolor Palha 25kg,Grafiato acrilica para fachadas e paredes. Cor palha.,Texturas,Grafiato,Lukscolor,92.58,14,TEX-GRA-LUK-PAL-0,Paredes e Fachadas
Textura Rustica Coral Palha 25kg,Textura Rustica acrilica para fachadas e paredes. Cor palha.,Texturas,Textura Rustica,Coral,91.57,17,TEX-TEX-COR-PAL-1,Paredes e Fachadas
Textura Rustica Suvinil Palha 25kg,Textura Rustica acrilica para fachadas e paredes. Cor palha.,Texturas,Textura Rustica,Suvinil,121.06,14,TEX-TEX-SUV-PAL-2,Paredes e Fachadas
Grafiato Coral Cinza 25kg,Grafiato acrilica para fachadas e paredes. Cor cinza.,Texturas,Grafiato,Coral,116.93,33,TEX-GRA-COR-CIN-3,Paredes e Fachadas
Grafiato Suvinil Cinza 25kg,Grafiato acrilica para fachadas e paredes. Cor cinza.,Texturas,Grafiato,Suvinil,130.27,20,TEX-GRA-SUV-CIN-4,Paredes e Fachadas
Textura Rustica Coral Palha 25kg,Textura Rustica acrilica para fachadas e paredes. Cor palha.,Texturas,Textura Rustica,Coral,117.91,18,TEX-TEX-COR-PAL-5,Paredes e Fachadas
